Restaurant_name,Restaurant_url,Restaurant_location,Restaurant_minimum_order,Restaurant_additional_service_charge,Restaurant_additional_VAT,Restaurant_categories_name,Restaurant_categories_food_item_ingredient,Restaurant_categories_food_item_price
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,150.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,200.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,200.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,250.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,250.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,250.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,300.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,200.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,450.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,550.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,350.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,200.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,250.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,300.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,450.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,450.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,1099.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,799.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,400.0
The Full Moon Pizzeria Cafe,https://foodmandu.com/Restaurant/Details/570,Dhumbarahi,500,10.0,Lockdown Menu,Lockdown Menu,Unknown,599.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza",Unknown,695.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza","Smoke chicken , bacon, ham, seasonal veg with mozzarella cheese",795.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza","Tomato sauce, Mozzarella cheese and basil",550.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza",Mozzarella cheese with Mushroom,640.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza","Smoked Chicken,Ham,Salami,Chicken Sausage with mozzarella cheese",795.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza",Mozzarella cheese and Double Kanchan cheese,670.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza","(Grilled Onion, Tandoori style chicken and mozzarella cheese)",695.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza",Unknown,695.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza",Unknown,675.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza",Fully loaded with smoked chicken and bacon with mozzarella cheese,710.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza","Ham, pineapple with Mozzarella cheese",695.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza","Tomato sauce, smoked chicken pineapple with mozzarella cheese",695.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza",Unknown,695.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza",Unknown,675.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza","Ham, salami, tomato sauce with mozzarella sauce",695.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza",Unknown,650.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza","Tomato sauce, chicken chhoyla and mozzarella cheese",695.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza","Smoked chicken, bell paper, corn, jalapeno pepper, olives, onion, tomato sauce with mozzarella cheese",710.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza","Tomato sauce, bell paper, corn, jalapeno pepper with mozzarella cheese, olives, onion",630.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza","White sauce, mozzarella cheese and bacon",695.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza","White sauce, mozzarella cheese and mushroom",650.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza","White sauce, mozzarella cheese and smoked chicken",695.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza",Unknown,675.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),"12"" Firewood Pizza",Seasonal Grilled veg with mozzarella cheese,650.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,150.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,195.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,95.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,195.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,135.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,135.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,75.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,75.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,195.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,125.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,150.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,125.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,195.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,195.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,100.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,195.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,75.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,100.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Extra Toppings on Pizza,Unknown,150.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,465.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,425.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,425.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,495.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,795.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,650.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,795.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,450.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,795.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,425.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,425.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,425.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,410.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,450.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,450.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,410.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,465.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,950.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,410.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Non-Veg),Unknown,650.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Veg),Unknown,250.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Veg),Unknown,375.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Veg),Unknown,310.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Veg),Unknown,375.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Veg),Unknown,320.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Veg),Unknown,395.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Veg),Unknown,395.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Veg),Unknown,235.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Veg),Unknown,375.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Veg),Unknown,395.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Veg),Unknown,295.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Veg),Unknown,225.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Appetizer (Veg),Unknown,375.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,Unknown,310.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,Unknown,280.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,"Fresh farm lettuce, tomato, onion with balsamic vinegar dressing and chicken",450.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,"Fresh farm lettuce, tomato, onion with balsamic vinegar dressing",350.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,Unknown,310.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,Unknown,320.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,Unknown,395.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,Unknown,310.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,Unknown,455.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,Unknown,295.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,"Kanchan cheese, smoked chicken, grilled prawn with creamy dressing",695.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,Mix lettuce with caesar dressing and smoked chicken,450.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,Mix lettuce with caesar dressing,350.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,"Cucumber, raddish and carrot,",255.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Soups & Salad,"Chopped onion,carrot, bell pepper, cucumber,tomato with italian dressing",430.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Pasta,"Tossed with bacon, cheese, egg yolk with cream sauce",495.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Pasta,"Tossed with mushroom, cheese with cream sauce",425.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Pasta,Served with chicken meat sauce and tomato sauce with cheese,475.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Pasta,"Tomato sauce, olive and capers with cheese",425.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Pasta,"Smoked chicken, olive, tomato sauce capers, cheese",495.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Pasta,Unknown,395.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Sandwich,Served with french fries and coleslaw,450.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Sandwich,Served with french fries and coleslaw,350.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Sandwich,Served with french fries and coleslaw,375.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Mo:Mo,Unknown,295.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Mo:Mo,Unknown,325.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Mo:Mo,Unknown,325.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Mo:Mo,Unknown,225.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Mo:Mo,Unknown,250.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Mo:Mo,Unknown,250.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Sizzler Dish,"Leg part chicken topped with mustard sauce, accompaniment with vegetable and noodle",650.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Sizzler Dish,"Grilled fish topped with mustard sauce, accompaniment with vegetable and noodle",650.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Sizzler Dish,"Grilled fresh trout grilled topped with mustard sauce, accompaniment with vegetable and noodle",950.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Sizzler Dish,"Vegetable cutlet topped with mustard sauce, accompaniment with vegetable and noodle",495.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Sekuwa (BBQ),Unknown,455.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Sekuwa (BBQ),Unknown,650.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Noodles / Thukpa / Fried Rice,Unknown,280.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Noodles / Thukpa / Fried Rice,Unknown,310.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Noodles / Thukpa / Fried Rice,Unknown,310.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Noodles / Thukpa / Fried Rice,Unknown,280.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Noodles / Thukpa / Fried Rice,Unknown,310.0
Bricks Cafe Firewood Pizza,https://foodmandu.com/Restaurant/Details/188,Kupondole,500,10.0,( Buy Any Two Pizza And Get One Chicken Momo Free ),Noodles / Thukpa / Fried Rice,Unknown,280.0
