"Restaurant_name","Restaurant_url","Restaurant_location","Restaurant_minimum_order","Restaurant_additional_service_charge","Restaurant_additional_VAT","Restaurant_categories_name","Restaurant_categories_food_item_ingredient","Restaurant_categories_food_item_price"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Veg)","Delight","945.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Veg)","Delight","945.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Veg)","Signature","1,045.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Veg)","Signature","1,045.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Veg)","Signature","1,045.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Veg)","Signature","1,045.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Cheesy Max Pizza (Veg)","Supreme","1,145.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Appetizer","","275.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Appetizer","","295.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Appetizer","","275.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Appetizer","","275.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Appetizer","","325.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Appetizer","","449.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pasta","","425.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pasta","","485.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pasta","","525.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Pasta","","585.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Platter","","189.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Platter","","239.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Platter","","325.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Platter","","375.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Platter","","435.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Add Ons For Pizza","Onion / Capsicum / Paneer / Black Olives / Tomato / Mushroom / Red Paprika / Jalapeno","110.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Add Ons For Pizza","Onion / Capsicum / Paneer / Black Olives / Tomato / Mushroom / Red Paprika / Jalapeno","175.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Add Ons For Pizza","","125.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Add Ons For Pizza","","200.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Add Ons For Pizza","","200.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Add Ons For Pizza","","125.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Drinks","","70.00"
"Pizza Hut","https://foodmandu.com/Restaurant/Details/445","Durbar Marg","Rs. 500.00","N/A","Combo Meal","Dessert","","299.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Salads","MIXED LETTUCE, QUINOA, AVOCADO (SEASONAL) ROASTED NUTS, APRICOT, CHERRY TOMATOES, WITH HERBS VINAIGRETTE","550.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Salads","ASSORTED LETTUCE, SMOKED CHICKEN, BACON CRISPS, BUTTER CROUTONS SERVED WITH CAESAR DRESSING AND PARMESAN CRISPS","650.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Salads","ASSORTED LETTUCE, BUTTER CROUTONS SERVED WITH CAESAR DRESSING AND PARMESAN CRISPS","500.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Salads","ROCKET LEAVES, SUN DRIED TOMATO & PARMESAN WITH BALSAMIC VINAIGRETTE","425.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Salads","CHICKPEAS, BELL PEPPER, CUCUMBER, OLIVES, ROASTED NUTS, CHERRY TOMATOES, BEET ROOT & FETA CHEESE WITH HERBED VINAIGRETTE DRESSING","475.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Salads","BELL PEPPER, CUCUMBER, ONION, BLACK OLIVES, TOMATO, FETA CHEESE & VINAIGRETTE","450.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Starters","Homemade tortillas chips served with spicy salsa and guacamole sauce","315.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Starters","Golden crispy onion rings with spicy sirancha mayo","350.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Starters","Chickpeas & tahini dip with olives, cucumber, olive oil,tomato, bell pepper, parsley & micro herbs served with pita bread","380.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Starters","Deep fried potato skin packed with refried beans, tomatoes, onion and melted cheese","440.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Starters","Smoked chicken marinated in nepali herbs, onion, coriander, garlic","450.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Starters","Baked tortilla chips with spicy tomato salsa, cheese, nachos sauce and sour cream","485.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Starters","Mediterranean spiced potato wedges with garlic mayo","330.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Starters","Mediterranean spiced potato wedges with bacon bits & garlic mayo","485.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Starters","Grilled skewered chicken cubes marinated in Mediterranean herbs, served on bed of potato wedges","575.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Starters","Asian inspired spicy chicken deep fried with green chilly, ginger garlic, mirin & soya sauce","575.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Starters","Crispy Chicken Wings With Sweet Chilly Sauce","600.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Starters","Steam Mo:Mo served with spicy tomato pickle","250.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Starters","Steam Mo:Mo served with spicy tomato pickle","300.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Starters","Marinated chicken, sukuti, peanuts,spicy potatoes, papad, soybean and chuira in typical Nepali style","700.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Tomato sauce, buffalo mozzarella, parmesan & basil.","570.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Mushroom, truffle oil, mozzarella & herbs.","700.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Jalapeño, corn, capsicum, roasted tomato, onion, black olive & cilantro.","710.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","spicy pork salami, mozzarella & herbs","820.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Smoked chicken, mozzarella cheese & herbs.","790.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Bacon, spinach, sun dried tomatoes & garlic","820.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Tomato, mozzarella, ham, mushroom, artichoke & olives","790.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Tomato, mozzarella, ham & pineapple","720.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Smoked chicken, jalapeño, corn, capsicum, roasted tomato, onion, black olive & cilantro.","795.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Ham, roasted mushroom & mozzarella and black olives","770.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Local’s Favorite Roasted Chicken In Tandoori Spices","790.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","White sauce, smoky bacon or smoked chicken rosemary & Parmesan","770.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Feta cheese, cheery tomatoes, red onion, olives & oregano","690.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Mozzarella, yak cheese, Parmesan and cheddar cheese","810.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Tuna, chilli flakes, gherkins, onions & black olives","795.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Rocket leaves, sundried tomatoes & parmesan shaves","770.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Rocket leaves, sundried tomatoes & parmesan shaves","870.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","","870.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Any four toppings- onions/ garlic/ tomato/ sundried tomatoes/ spinach/ bell pepper/ sweet corn/ pineapple/ rocket leaves/ grilled vegetables/ jalapeno pepper/ black olives/ basil pesto/ mushroom/ yak cheese/ parmesan/ mozzarella.","770.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Any Four Toppings- Pepperoni / Smoked Chicken / Ham / Salami / Bacon / Spicy Tuna / Chicken Tandoori","920.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","mozzarella, boconccini, salami, ham, mushroom, capsicum & cherry tomatoes","915.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Mozzarella, Smoked Chicken, Pepperoni, Jalapeno & Cheddar Cheese","870.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Tomato sauce, mozzarella & slices of imported salami","820.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Combination of imported ham, salami and fresh mozzarella","820.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","","770.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pizza","Seasonal grilled vegetables, sun dried tomoatoes & garlic","695.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","240.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","185.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","220.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","180.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","180.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","270.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","195.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","270.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","110.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","145.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","195.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","260.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","110.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","90.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","250.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","90.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","295.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","145.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","160.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","250.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","90.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","185.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","270.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","175.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","100.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Extra Toppings","","270.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pasta","Imported Tomato Sauce With Fresh Basil Or Smoked Chicken Topped With Parmesan Shaving & Evoo","600.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pasta","Imported Tomato Sauce With Fresh Basil Topped With Parmesan Shaving & Evoo","525.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pasta","Penne Pasta, Smoked Chicken, Sun Dried Tomatoes, Capers, Black Olives & Feta Cheese","600.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pasta","Penne Pasta, Mushroom, Sun Dried Tomatoes, Capers, Black Olives & Feta Cheese","550.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pasta","","575.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pasta","","600.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pasta","","500.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pasta","SERVED WITH SPICY TOMATO SAUCE, BLACK OLIVES & RUCOLA","625.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pasta","SERVED WITH SPICY TOMATO SAUCE, BLACK OLIVES & RUCOLA","525.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pasta","Penne Pasta Served With Creamy Truffle Mushroom Sauce Classic","650.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pasta","Spaghetti or penne pasta with choice of bacon, onions in a cream sauce with fresh egg, parmesan & black pepper","725.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pasta","Spaghetti or penne pasta with choice of mushroom, onions in a cream sauce with fresh egg, parmesan & black pepper","600.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pasta","","750.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Pasta","LAYERS OF FLAT PASTA WITH MEAT SAUCE IN TOMATO & BÉCHAMEL SAUCE, BEEF","850.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Sides","","300.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Sides","","350.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Sides","","150.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Sandwich & Burgers","Brown bread with cheese, lettuce, tomato served with matchstick potatoes.","500.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Sandwich & Burgers","Brown bread with ham, bacon, chicken, egg, cheese, lettuce, tomato served with matchstick potatoes.","650.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Sandwich & Burgers","Grilled chicken patty, cheddar cheese, gherkins, lettuce, tomato, charred onion & mustard mayonnaise served with matchstick potatoes","700.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Mains","Served With Tartare Sauce","750.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Mains","Bread crumbed & fried tender chicken with loaded parmesan served in bed of pasta","850.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Mains","Barbequed Glazed Pork Chop Served With Roasted Garlic And Potatoes With Jalapeño","1,100.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Mains","Pan Seared Fish With Jalapeño Potatoes, And Lemon Butter Sauce","750.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Mains","Imported Steak Grilled To Perfection With Mustard, Pepper And Mushroom Sauce Temperature (Mid-level, high-level)","1,200.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Dessert","","350.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Dessert","","450.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Dessert","","425.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Dessert","","500.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Seasonal Special","Mozzarella, Bocconcini, Salami, Ham, Mushroom, Capsicum, Cherry Tomato","915.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Seasonal Special","Mozzarella, Avocado, Goat Cheese, Buffalo Mozzarella & Candied Walnuts","795.00"
"Roadhouse Cafe Thamel","https://foodmandu.com/Restaurant/Details/174","Thamel","Rs. 500.00","10 %","Salads","Seasonal Special","Blueberry Compote & Creamy Cheese In Vanilla Sponge","400.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Veg Starters","","160.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Veg Starters","","225.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Veg Starters","","270.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Veg Starters","","270.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Veg Starters","","335.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Veg Starters","","225.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Veg Starters","","160.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Veg Starters","","305.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Veg Starters","","250.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Non-Veg Starters","","400.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Non-Veg Starters","","425.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Non-Veg Starters","","425.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Non-Veg Starters","","775.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Non-Veg Starters","","425.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Non-Veg Starters","","775.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Non-Veg Starters","","450.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Non-Veg Starters","","350.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Non-Veg Starters","","300.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Non-Veg Starters","","230.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Non-Veg Starters","","335.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Non-Veg Starters","","205.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Non-Veg Starters","","205.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Signature","","350.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Signature","","290.00"
