"Restaurant_name","Restaurant_url","Restaurant_location","Restaurant_minimum_order","Restaurant_additional_service_charge","Restaurant_additional_VAT","Restaurant_categories_name","Restaurant_categories_food_item_ingredient","Restaurant_categories_food_item_price"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Signature","","320.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Signature","","290.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Signature","","320.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Signature","","305.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Signature","","360.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","","215.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","","280.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","","295.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","(Fried / Steam)","245.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","(Fried / Steam)","315.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","(Fried / Steam)","330.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","","225.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","","290.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","","310.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","","235.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","","290.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","","310.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","","235.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","","300.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","","320.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","The Original Dalle Mo:Mo","","185.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Fried Rice","","235.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Fried Rice","","270.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Fried Rice","","290.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Fried Rice","","310.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Fried Rice","","315.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Chowmein","","235.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Chowmein","","270.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Chowmein","","310.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Chowmein","","290.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Chowmein","","315.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Chopsuey","","260.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Chopsuey","","290.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Chopsuey","","315.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Chopsuey","","330.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Chopsuey","","335.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Thukpa","","235.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Thukpa","","270.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Thukpa","","290.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Thukpa","","310.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Thukpa","","315.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Dalle Combo","Aloo dum & jigri bottle of (coke / fanta / sprite)","295.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Dalle Combo","Aloo dum & jigri bottle of (coke / fanta / sprite)","340.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Dalle Combo","Aloo dum & jigri bottle of (coke / fanta / sprite)","315.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Dalle Combo","Aloo dum & jigri bottle of (coke / fanta / sprite)","385.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Dalle Combo","Aloo dum & jigri bottle of (coke / fanta / sprite)","360.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Dalle Combo","Aloo dum & jigri bottle of (coke / fanta / sprite)","395.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Dalle Combo","Aloo dum & jigri bottle of (coke / fanta / sprite)","370.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Dalle Combo","Aloo dum & jigri bottle of (coke / fanta / sprite)","440.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Dalle Combo","Aloo dum & jigri bottle of (coke / fanta / sprite)","375.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Dalle Combo","Aloo dum & jigri bottle of (coke / fanta / sprite)","410.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Dalle Combo","Aloo dum & jigri bottle of (coke / fanta / sprite)","390.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Kids Meal","","300.00"
"Dalle Kamaladi","https://foodmandu.com/Restaurant/Details/480","Kamaladi","Rs. 500.00","N/A","Veg Starters","Kids Meal","","300.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Burgers","Grilled Chicken Patty, Bacon, BBQ Sauce,Original Sauce, And Onion Slices","365.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Burgers","Grilled Double Chicken Patty, Cheddar Cheese, Jalapenos, Original Sauce, BBQ Sauce And Onionn Slices","465.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Burgers","Grilled Buff Meat Patty, Lettuce, Tomato, Onions, Ketchup, Mayonnaise","260.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Burgers","Mayo,Lettuce,Tomato,Grilled chicken patty,Ketchup,onion.","260.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Burgers","Deep Fried Breaded Chicken Patty, Lettuce, Ketchup And Mayonnaise","285.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Burgers","Cheddar cheese, grilled double chicken patties, ketchup, jalapenos, onion slices, lettuce, original sauce .","420.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Burgers","Deep Fried Breaded Fish Patty, Lettuce, And Tartar Sauce","260.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Burgers","Sliced pineapple, grilled spicy chicken patty,bbq sauce, orginal sauce","340.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Burgers","Grilled double chicken patties, pickled gherkins, onion slices, ketchup, mustard,mayonnaise","390.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Burgers","Mayo, Lettuce, tomato, Fried veggie patty, ketchup, onion.","230.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Burgers","Need to ordered 24 hours in advance...","2,200.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Burgers","","270.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Add Ons","","80.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Add Ons","","80.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Add Ons","","70.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Add Ons","","40.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Add Ons","","70.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Add Ons","","65.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Add Ons","","80.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Add Ons","","90.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Add Ons","","90.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Add Ons","","50.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Sides","","270.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Sides","","350.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Sides","","210.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Sides","","150.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Sides","","180.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Sides","","250.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Sides","","165.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Sides","","300.00"
"Burger Shack - Kamaladi","https://foodmandu.com/Restaurant/Details/844","Kamladi","Rs. 500.00","N/A","Burgers","Sides","","450.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Veg Momo - Punjabi Style","","300.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Veg Momo - Punjabi Style","","400.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Veg Momo - Punjabi Style","","240.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Non Veg Momo Punjabi Style","","350.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Non Veg Momo Punjabi Style","","425.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Non Veg Momo Punjabi Style","","325.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Meal Combos - Veg","","265.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Meal Combos - Veg","","250.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Meal Combos - Veg","","265.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Meal Combos - Veg","","375.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Meal Combos - Non Veg","","450.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Meal Combos - Non Veg","","400.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Biryani and Rice","","150.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Biryani and Rice","","150.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Biryani and Rice","Long Grain Basmati rice cooked in typical Amritsari style with Chicken and oriental spices in earthen pot on slow fire for 4 hours.","700.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Biryani and Rice","Mutton Lahori Biryani with Raita 750 Long Grain Basmati rice cooked in typical Karachi Style with Mutton and oriental spices in earthen pot on slow fire for 4 hours","1,000.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Biryani and Rice","Long Grain Basmati rice cooked in typical Karachi Style with assorted vegetables and cottage cheese and oriental spices in earthen pot on slow fire for 4 hours.","550.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Veg Starters","Pan fried onion rings in oriental batter","350.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Veg Starters","Finely chopped vegetables, spinach, green peas, cottage Cheeses bound together with Yellow lentils and green chilies. ( 40 MINUTES PREPARATION TIME )","380.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Veg Starters","","490.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Veg Starters","","450.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Veg Starters","","350.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Veg Starters","","350.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Veg Starters","","390.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Non Veg Starters","Mince of mutton mixed with our selecion of herbs and spices, skewered in clay oven","800.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Non Veg Starters","","550.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Non Veg Starters","","1,000.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Non Veg Starters","","480.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Non Veg Starters","","480.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Non Veg Starters","","480.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Non Veg Starters","","550.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Non Veg Starters","","900.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Non Veg Starters","","800.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Veg Rolls","","375.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Veg Rolls","","375.00"
"Mittraan Da Dhaba","https://foodmandu.com/Restaurant/Details/332","Hariharbhawan","Rs. 500.00","10 %","5 Pcs Momo","Veg Rolls","","240.00"
